sample_path|masked_WER|masked_num_wrong_words|total_masked_num_words|true_trans|masked_trans|masked_plcmos|masked_OVRL_raw|masked_SIG_raw|masked_BAK_raw|masked_OVRL|masked_SIG|masked_BAK|masked_P808_MOS|target_OVRL_raw_bigvgan|target_OVRL_raw_hifi_gan|target_SIG_raw_bigvgan|target_SIG_raw_hifi_gan|target_BAK_raw_bigvgan|target_BAK_raw_hifi_gan|target_OVRL_bigvgan|target_OVRL_hifi_gan|target_SIG_bigvgan|target_SIG_hifi_gan|target_BAK_bigvgan|target_BAK_hifi_gan|target_P808_MOS_bigvgan|target_P808_MOS_hifi_gan|OVRL_raw_bigvgan|OVRL_raw_hifi_gan|SIG_raw_bigvgan|SIG_raw_hifi_gan|BAK_raw_bigvgan|BAK_raw_hifi_gan|OVRL_bigvgan|OVRL_hifi_gan|SIG_bigvgan|SIG_hifi_gan|BAK_bigvgan|BAK_hifi_gan|P808_MOS_bigvgan|P808_MOS_hifi_gan|plcmos_target_init_bigvgan|plcmos_target_init_hifi_gan|LSD_init_bigvgan|LSD_init_hifi_gan|STOI_init_bigvgan|STOI_init_hifi_gan|PESQ_init_bigvgan|PESQ_init_hifi_gan|WER_bigvgan|WER_hifi_gan|trans_bigvgan|trans_hifi_gan|num_wrong_words_bigvgan|num_wrong_words_hifi_gan|total_num_words_bigvgan|total_num_words_hifi_gan|plcmos_pred_bigvgan|plcmos_pred_hifi_gan|LSD_bigvgan|LSD_hifi_gan|STOI_bigvgan|STOI_hifi_gan|PESQ_bigvgan|PESQ_hifi_gan
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=1_w2=0.7_asr_start=270_mask=True/sample_1667|2.8571|1|35|1000s of handkerchiefs were waving above these tightly packed masses hailing the abraham lincoln until it reached the waters of the hudson river at the tip of the long peninsula that forms new york city|1000s of handkerchiefs were waving above the tightly packed masses hailing the abraham lincoln until it reached the waters of the hudson river at the tip of the long peninsula that forms new york city|3.2254|3.1793|3.5074|3.6326|2.9075|3.2528|3.71|3.6776|3.7049|3.605|4.1208|4.0172|3.8568|3.7955|3.2498|3.1852|3.61|3.554|3.8503|3.8051|3.9196|3.9577|3.4518|3.4543|4.0899|4.0109|3.4199|3.5269|3.0876|3.0867|3.5935|3.5507|3.55|3.6163|3.8866|3.8647|3.601|3.688|4.448|4.52|0.859|0.88|2.038|1.794|0.0|2.857|1000s of handkerchiefs were waving above these tightly packed masses hailing the abraham lincoln until it reached the waters of the hudson river at the tip of the long peninsula that forms new york city|1000s of handkerchiefs were waving above these tightly packed masses hailing the abraham lincoln until it reached the waters of the hutton river at the tip of the long peninsula that forms new york city|0|1|35|35|3.676|3.664|0.838|0.895|0.962|0.959|3.292|3.223
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=1_w2=0.7_asr_start=270_mask=True/sample_610|4.5455|1|22|i can distinguish the eye of the ichthyosaurus glowing like a red hot coal and as large as a man is head|i can distinguish the eye of the ichthyosaurus glowing like a red hot co and as large as a man is head|3.8854|3.4652|3.729|4.0302|3.0986|3.3897|3.9503|3.8264|3.1239|3.3578|3.6543|3.7817|3.4171|3.7438|2.8697|3.0278|3.345|3.4203|3.5629|3.7819|4.1065|4.2822|3.1132|3.3003|3.5956|3.7462|3.4716|3.6359|2.8625|2.99|3.3091|3.4|3.6017|3.7129|4.1681|4.2142|3.93|4.153|3.895|3.895|0.848|0.892|1.836|1.739|0.0|0.0|i can distinguish the eye of the ichthyosaurus glowing like a red hot coal and as large as a man is head|i can distinguish the eye of the ichthyosaurus glowing like a red hot coal and as large as a man is head|0|0|22|22|4.094|4.241|0.912|0.967|0.952|0.949|3.018|2.95
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=1_w2=0.7_asr_start=270_mask=True/sample_1845|3.125|1|32|to celebrate the arrival of her son silvia gave a splendid supper to which she had invited all her relatives and it was a good opportunity for me to make their acquaintance|to celebrate the arrival of her son sylvia gave a splendid supper to which she had invited all her relatives and it was a good opportunity for me to make their acquaintance|2.7941|3.2691|3.6501|3.5356|2.9691|3.3421|3.6456|3.4455|3.7297|3.9675|4.2229|4.2878|3.7981|4.2542|3.2641|3.4064|3.6632|3.6961|3.8089|4.0662|3.884|3.8959|3.5073|3.9018|4.1098|4.2274|3.4652|4.1971|3.1252|3.3682|3.6043|3.6656|3.5947|4.0383|3.9397|3.9058|3.705|3.999|4.282|4.319|0.785|0.802|1.961|1.754|3.125|3.125|to celebrate the arrival of her son sylvia gave a splendid supper to which she had invited all her relatives and it was a good opportunity for me to make their acquaintance|to celebrate the arrival of her son sylvia gave a splendid supper to which she had invited all her relatives and it was a good opportunity for me to make their acquaintance|1|1|32|32|3.559|3.83|0.794|0.866|0.936|0.936|3.1|2.981
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=1_w2=0.7_asr_start=270_mask=True/sample_504|0.0|0|19|but they have nothing to do with the interpretation of plato and in spirit they are opposed to him|but they have nothing to do with the interpretation of plato and in spirit they are opposed to him|2.1083|3.0307|3.7811|2.992|2.805|3.4207|3.2384|3.4602|3.2212|3.0585|4.0564|3.8683|3.0573|2.946|2.9369|2.8245|3.5756|3.471|3.2913|3.2004|3.8703|3.8283|3.1188|3.1074|4.0067|3.913|2.9488|2.9987|2.8666|2.8578|3.5486|3.4964|3.2034|3.2408|3.7894|3.7709|2.842|2.763|4.159|4.191|0.713|0.737|2.193|1.879|0.0|0.0|but they have nothing to do with the interpretation of plato and in spirit they are opposed to him|but they have nothing to do with the interpretation of plato and in spirit they are opposed to him|0|0|19|19|2.973|2.828|0.793|0.872|0.933|0.929|2.866|2.855
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=1_w2=0.7_asr_start=270_mask=True/sample_244|0.0|0|37|at the edge of this box there lies a great wooden doll which so far as mutilation is concerned bears a strong resemblance to the finest greek sculpture and especially in the total loss of its nose|at the edge of this box there lies a great wooden doll which so far as mutilation is concerned bears a strong resemblance to the finest greek sculpture and especially in the total loss of its nose|3.1332|3.1733|3.5229|3.6748|2.904|3.2635|3.7383|3.5266|3.997|3.959|4.2627|4.2186|4.4188|4.3992|3.4235|3.4014|3.6834|3.6607|4.1432|4.1347|3.7893|3.7739|3.9363|3.8438|4.2157|4.1374|4.3427|4.2862|3.3878|3.3334|3.6592|3.6183|4.1063|4.0819|3.9115|3.9013|4.217|4.027|4.355|4.351|0.755|0.793|1.75|1.42|0.0|0.0|at the edge of this box there lies a great wooden doll which so far as mutilation is concerned bears a strong resemblance to the finest greek sculpture and especially in the total loss of its nose|at the edge of this box there lies a great wooden doll which so far as mutilation is concerned bears a strong resemblance to the finest greek sculpture and especially in the total loss of its nose|0|0|37|37|4.383|4.068|1.141|1.19|0.935|0.928|2.635|2.645
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=1_w2=0.7_asr_start=270_mask=True/sample_909|3.5714|1|28|he had no occasion to delay for at the next instant a burst of cries filled the outer air and ran along the whole extent of the village|he had no occasion to play for at the next instant a burst of cries filled the outer air and ran along the whole extent of the village|3.3546|3.7358|3.9977|4.1543|3.2688|3.5437|4.0162|4.0163|3.931|3.8524|4.2481|4.2411|4.1754|3.9737|3.3852|3.339|3.6759|3.6725|4.0271|3.9187|4.0985|4.0136|3.8129|3.8903|4.1144|4.2092|4.0902|4.1058|3.3155|3.3611|3.6067|3.656|3.9828|3.9903|4.0376|3.9839|4.215|4.344|3.466|3.399|0.859|0.881|1.885|1.743|0.0|0.0|he had no occasion to delay for at the next instant a burst of cries filled the outer air and ran along the whole extent of the village|he had no occasion to delay for at the next instant a burst of cries filled the outer air and ran along the whole extent of the village|0|0|28|28|4.138|4.334|1.277|1.352|0.964|0.965|3.002|2.842
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=1_w2=0.7_asr_start=270_mask=True/sample_2265|5.5556|1|18|i am now tall and my branches spread like the others that were carried off last year 0|i am now tall and my branches spread like the others that were carried off last year 0 .|2.8623|3.1122|3.567|3.3203|2.8619|3.2899|3.4936|3.5768|3.1273|3.1701|3.8848|3.9522|3.0327|2.9776|2.8723|2.9019|3.4806|3.5186|3.2713|3.2264|3.678|3.8299|3.0887|3.0298|3.887|3.8944|2.9719|2.8328|2.8455|2.8035|3.4819|3.486|3.2216|3.102|3.7136|3.8657|3.635|3.298|4.187|4.188|0.805|0.831|1.949|1.633|0.0|11.111|i am now tall and my branches spread like the others that were carried off last year 0|i am now tall and my branches spread like the others or carried off last year 0|0|2|18|18|3.586|3.253|0.761|0.846|0.954|0.954|3.429|3.342
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=1_w2=0.7_asr_start=270_mask=True/sample_378|0.0|0|23|she spoke with a sudden energy which partook of fear and passion and flushed her thin cheek and made her languid eyes flash|she spoke with a sudden energy which partook of fear and passion and flushed her thin cheek and made her languid eyes flash|2.7223|3.1498|3.4605|3.4234|2.8882|3.2244|3.5696|3.22|3.2611|3.1725|3.8589|3.8197|3.1672|3.0582|2.9641|2.9038|3.4659|3.4433|3.3797|3.2936|3.5376|3.6002|3.2277|3.4618|3.8468|3.9544|3.1425|3.4768|2.9415|3.0966|3.459|3.5198|3.3604|3.607|3.6237|3.7099|3.522|3.402|4.23|4.235|0.806|0.835|1.869|1.739|4.348|4.348|she spoke with a sudden energy which partook of fear and passion and fleshed her thin cheek and made her languid eyes flash|she spoke with a sudden energy which partook of fear and passion and fleshed her thin cheek and made her languid eyes flash|1|1|23|23|3.625|3.492|0.896|0.967|0.941|0.94|2.812|2.904
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=1_w2=0.7_asr_start=270_mask=True/sample_404|11.1111|4|36|i do not know and can not say how you fine gentlemen define wickedness only as an obscure female i speak according to my lights and he is generally thought the wickedest man in this county|i do not know and can not say how you find gender and define wickedness only as an obscure female i speak according to my rights and he is generally thought the wickedest man in this county|3.0719|2.8629|3.4817|2.911|2.6842|3.2373|3.1687|3.2206|2.8217|3.2317|3.778|3.9358|2.6656|3.2105|2.653|2.9405|3.4187|3.5093|2.9509|3.3941|3.6272|3.5631|2.6203|3.0737|3.7071|3.8028|2.4115|3.077|2.5019|2.8303|3.3768|3.4331|2.7095|3.2851|3.5728|3.551|4.076|3.812|4.274|4.311|0.77|0.797|1.825|1.631|5.556|5.556|i do not know and can not say how you fine gentile and define wickedness only as an obscure female i speak according to my lights and he is generally thought the wickedest man in this county|i do not know and can not say how you fine gentile men define wickedness only as an obscure female i speak according to my lights and he is generally thought the wickedest man in this county|2|2|36|36|4.044|3.648|1.033|1.103|0.926|0.925|2.695|2.61
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=1_w2=0.7_asr_start=270_mask=True/sample_1697|2.5641|1|39|classifying was everything to him so he knew nothing else well versed in the theory of classification he was poorly versed in its practical application and i doubt that he could tell a sperm whale from a baleen whale|classifying was everything to him so he knew nothing else well versed in the theory of classification he was poorly versed in its practical application and i doubt he could tell a sperm whale from a baleen whale|3.2547|3.823|4.0658|4.1904|3.3214|3.5807|4.0343|3.5245|3.9495|4.1209|4.2512|4.3907|4.2497|4.3287|3.396|3.4936|3.6776|3.7466|4.0643|4.1023|3.8194|3.9208|3.969|4.0711|4.2652|4.3535|4.2817|4.271|3.4073|3.4657|3.6848|3.7286|4.0796|4.0739|3.7907|4.0577|3.524|3.72|4.441|4.498|0.864|0.883|2.119|1.919|0.0|0.0|classifying was everything to him so he knew nothing else well versed in the theory of classification he was poorly versed in its practical application and i doubt that he could tell a sperm whale from a baleen whale|classifying was everything to him so he knew nothing else well versed in the theory of classification he was poorly versed in its practical application and i doubt that he could tell a sperm whale from a baleen whale|0|0|39|39|3.54|3.776|0.843|0.938|0.964|0.965|3.115|3.058
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=1_w2=0.7_asr_start=270_mask=True/sample_19|0.0|0|42|but such was his keenness that even while the wide flukes of his engorged victim were still sticking out at the corners of his beak his fierce red eyes were once more peering downward into the torrent in search of fresh prey|but such was his keenness that even while the wide flukes of his engorged victim were still sticking out at the corners of his beak his fierce red eyes were once more peering downward into the torrent in search of fresh prey|3.3173|3.7718|3.9463|4.3553|3.2904|3.5151|4.1141|4.0588|3.825|3.8662|4.1347|4.1498|4.1163|4.2082|3.3227|3.3471|3.6173|3.6252|3.9966|4.0437|4.0765|4.122|3.8034|3.9422|4.1179|4.2153|4.1218|4.2781|3.3097|3.3914|3.6085|3.6591|3.9994|4.0773|4.1328|4.1337|4.039|4.181|4.433|4.44|0.812|0.839|1.625|1.437|0.0|0.0|but such was his keenness that even while the wide flukes of his engorged victim were still sticking out at the corners of his beak his fierce red eyes were once more peering downward into the torrent in search of fresh prey|but such was his keenness that even while the wide flukes of his engorged victim were still sticking out at the corners of his beak his fierce red eyes were once more peering downward into the torrent in search of fresh prey|0|0|42|42|3.983|4.074|1.011|1.086|0.952|0.947|2.54|2.645
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=1_w2=0.7_asr_start=270_mask=True/sample_2068|19.4444|7|36|before this travesty on the administration of law could be brought before the court of last resort and there meet with the reversal and rebuke it deserved men were imprisoned under sentences of many years duration|before this travesty of the administration of law be brought before the court of lazzort and their men with the reversal and rebuke it deserved men were imprisoned under sentence of many years duration|2.7655|3.8174|4.0067|4.356|3.318|3.5485|4.1141|3.6585|3.6965|3.7579|4.2279|4.198|3.7596|3.9261|3.2441|3.282|3.6657|3.6504|3.791|3.8906|3.9798|4.0623|3.6376|3.8746|4.2222|4.2081|3.6765|4.0904|3.2073|3.3518|3.6628|3.6556|3.7357|3.9816|3.9639|3.9632|3.431|3.534|4.419|4.357|0.786|0.823|1.739|1.642|5.556|8.333|before this travesty on the administration of law could be brought before the court of last resort and there met with the reversal and rebuke it deserved men were imprisoned under sentence of many years duration|before this travesty the administration of law could be brought before the court of last resort and there met with the reversal and rebuke it deserved men were imprisoned under sentence of many years duration|2|3|36|36|3.379|3.493|1.018|1.1|0.923|0.919|2.511|2.502
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=1_w2=0.7_asr_start=270_mask=True/sample_500|5.0|2|40|the fancies of the neo platonists are only interesting to us because they exhibit a phase of the human mind which prevailed widely in the 1st centuries of the christian era and is not wholly extinct in our own day|the fancies of the new latinists are only interesting to us because they exhibit a phase of the human mind which prevailed widely in the 1st centuries of the christian era and is not wholly extinct in our own day|2.1116|2.5975|3.5111|2.4365|2.4863|3.2553|2.7424|3.2509|2.6975|3.0669|3.7158|4.0699|2.5534|2.8191|2.5619|2.8292|3.3812|3.5822|2.8514|3.0903|3.5247|3.6033|2.6058|3.0095|3.6144|4.1101|2.4249|2.695|2.491|2.788|3.3093|3.6039|2.7291|2.9785|3.5093|3.5605|3.067|3.303|4.407|4.341|0.799|0.825|1.891|1.705|0.0|0.0|the fancies of the neo platonists are only interesting to us because they exhibit a phase of the human mind which prevailed widely in the 1st centuries of the christian era and is not wholly extinct in our own day|the fancies of the neo platonists are only interesting to us because they exhibit a phase of the human mind which prevailed widely in the 1st centuries of the christian era and is not wholly extinct in our own day|0|0|40|40|3.155|3.241|0.915|0.983|0.93|0.929|2.834|2.821
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=1_w2=0.7_asr_start=270_mask=True/sample_1119|4.5455|1|22|mister popham exaggerated nothing but on the contrary left much unsaid in his narrative of the family at the house of lords|mister popham exaggerated nothing but on the contrary left much upset in his narrative of the family at the house of lords|3.3058|3.726|3.8963|4.3719|3.2628|3.4871|4.1218|3.7243|3.8505|3.8611|4.1701|4.2127|4.265|4.1769|3.3379|3.344|3.6359|3.6579|4.0717|4.0275|4.0444|3.9359|3.5715|3.7824|3.9008|4.1532|4.0709|4.0919|3.1667|3.2969|3.4897|3.627|3.9723|3.9829|4.0442|3.9059|4.259|4.026|3.915|3.942|0.791|0.812|1.908|1.663|0.0|0.0|mister popham exaggerated nothing but on the contrary left much unsaid in his narrative of the family at the house of lords|mister popham exaggerated nothing but on the contrary left much unsaid in his narrative of the family at the house of lords|0|0|22|22|4.239|4.007|0.955|0.966|0.937|0.936|2.829|2.831
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=1_w2=0.7_asr_start=270_mask=True/sample_915|12.5|3|24|but hawkeye who was too much occupied with his own thoughts to note the movement continued speaking more to himself than to his companion|but hawkeye who was too much occupied with his own thoughts to no longer move continued speaking more to himself than to his companion|3.9537|4.0234|4.17|4.5301|3.4384|3.6356|4.1913|3.4923|4.1035|4.1368|4.3122|4.3393|4.4395|4.5008|3.4839|3.5024|3.7082|3.7215|4.1524|4.179|3.8562|3.8716|4.1461|4.1127|4.3415|4.3025|4.4582|4.5015|3.5076|3.4889|3.7227|3.7033|4.1606|4.1791|3.9369|3.881|4.642|4.546|3.867|3.877|0.841|0.869|1.861|1.609|0.0|0.0|but hawkeye who was too much occupied with his own thoughts to note the movement continued speaking more to himself than to his companion|but hawkeye who was too much occupied with his own thoughts to note the movement continued speaking more to himself than to his companion|0|0|24|24|4.639|4.49|0.811|0.896|0.957|0.955|2.893|2.987
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=1_w2=0.7_asr_start=270_mask=True/sample_603|24.3902|10|41|the fireball half of it white half azure blue and the size of a 10 inch shell moved slowly about the raft but revolving on its own axis with astonishing velocity as if whipped round by the force of the whirlwind|the fireball half of white half azure blue and the size of a tent shell move slowly up the raft but revolve on its own axis with a stitching velocity as if ground by the force of the whirlwind|2.6626|3.1953|3.5005|3.7429|2.9185|3.2485|3.7812|3.7859|3.4372|3.4489|3.8062|3.8256|3.8913|3.8522|3.0773|3.087|3.433|3.4455|3.865|3.8463|4.0833|4.0628|3.4417|3.3774|3.7908|3.7451|3.9306|3.827|3.0829|3.0406|3.426|3.3986|3.8928|3.8325|4.0844|4.0618|3.73|3.925|4.205|4.222|0.803|0.827|1.794|1.586|12.195|12.195|the fireball half of it white half azure blue and the size of a 10 inch shell move solely about the raft but revolving on its own axis with a stonishing velocity as if tweaked round by the force of the whirlwind|the fireball half of it white half azure blue and the size of a 10 inch shell move solely about the raft but revolving on its own axis with a stungnishing velocity as if tweaked round by the force of the whirlwind|5|5|41|41|3.74|3.946|1.051|1.137|0.929|0.927|2.559|2.46
